4, 4, 4, 2, 6, 5, 5, 4, 5, 5, 4, 5, 2, 4, 2, 2, 5, 2, 1, 1, 1, 1, 1, 1, 2, 3, 6, 6, 6, 7, 7, 6, 6, 7, 7, 7, 7, 3, 3, 0
4, 4, 4, 2, 6, 5, 5, 4, 5, 5, 4, 5, 2, 4, 2, 2, 5, 2, 1, 1, 1, 1, 1, 1, 2, 3, 6, 6, 6, 7, 7, 6, 6, 7, 7, 7, 7, 3, 3, 0
4, 4, 4, 2, 6, 5, 5, 4, 5, 5, 4, 5, 2, 4, 2, 2, 5, 2, 1, 1, 1, 1, 1, 1, 2, 3, 6, 6, 6, 7, 7, 6, 6, 7, 7, 7, 7, 3, 3, 0
4, 4, 4, 2, 6, 5, 5, 4, 5, 5, 4, 5, 2, 4, 2, 2, 5, 2, 1, 1, 1, 1, 1, 1, 2, 3, 6, 6, 6, 7, 7, 6, 6, 7, 7, 7, 7, 3, 3, 0
4, 4, 4, 2, 6, 5, 5, 4, 5, 5, 4, 5, 2, 4, 2, 2, 5, 2, 1, 1, 1, 1, 1, 1, 2, 3, 6, 6, 6, 7, 7, 6, 6, 7, 7, 7, 7, 3, 3, 0
4, 4, 4, 2, 6, 5, 5, 4, 5, 5, 4, 5, 2, 4, 2, 2, 5, 2, 1, 1, 1, 1, 1, 1, 2, 3, 6, 6, 6, 7, 7, 6, 6, 7, 7, 7, 7, 3, 3, 0
4, 4, 4, 2, 6, 5, 5, 4, 5, 5, 4, 5, 2, 4, 2, 2, 5, 2, 1, 1, 1, 1, 1, 1, 2, 3, 6, 6, 6, 7, 7, 6, 6, 7, 7, 7, 7, 3, 3, 0
4, 4, 4, 2, 6, 5, 5, 4, 5, 5, 4, 5, 2, 4, 2, 2, 5, 2, 1, 1, 1, 1, 1, 1, 2, 3, 6, 6, 6, 7, 7, 6, 6, 7, 7, 7, 7, 3, 3, 0
4, 4, 4, 2, 6, 5, 5, 4, 5, 5, 4, 5, 2, 4, 2, 2, 5, 2, 1, 1, 1, 1, 1, 1, 2, 3, 6, 6, 6, 7, 7, 6, 6, 7, 7, 7, 7, 3, 3, 0
4, 4, 4, 2, 6, 5, 5, 4, 5, 5, 4, 5, 2, 4, 2, 2, 5, 2, 1, 1, 1, 1, 1, 1, 2, 3, 6, 6, 6, 7, 7, 6, 6, 7, 7, 7, 7, 3, 3, 0
